,phone_no_m,sms_count,sms_nunique,sms_rate,calltype_2,calltype_rate,hour_mode,hour_mode_count,hour_nunique,day_mode,day_mode_count,day_nunique,busi_count,flow_mean,flow_median,flow_min,flow_max,flow_var,flow_sum,month_ids,flow_month,arpu_mean,arpu_var,arpu_max,arpu_min,arpu_median,arpu_sum,arpu_skew,arpu_sem,arpu_quantile,label
5464,c695b1679d37be470257ff389dd7a6af0dbdb9e1898dc5062186d0e7d9a9470d8a7555a7342b645fef3bd0bd4ba971aa8ee5dccd137aae7f05613c97f80fc152,2011.0,87.0,23.114942528735632,1999.0,0.9940328194927897,17.0,432.0,24.0,7.0,109.0,31.0,151,27.87110858410597,0.1285271644592285,8.7738037109375e-05,7699.485629081726,98544.43704388072,17837.50949382782,8,2229.688686728477,26.50125,8.108098214285716,31.41,24.0,25.38,212.01,0.9385752563873258,1.0067334685932094,25.38,0
4849,b784b0e1040889451660f98e4465c6809c6eab1116ddb88382c3372a9adde04e447bd16b8c7d9c0e170ba12c0eab69409f4bf5f3fa108b4378115dcefdaa71ff,1180.0,201.0,5.870646766169155,1170.0,0.9915254237288136,11.0,328.0,20.0,15.0,79.0,31.0,208,30.85433763697528,0.2403631210327149,7.43865966796875e-05,3608.644607543945,51240.49262696746,25547.391563415527,8,3193.423945426941,36.955,0.0107142857142859,37.21,36.91,36.92,295.64,2.777191845758601,0.0365962527355704,36.92,0
4851,9921b0a62f32af74e3ebe368652d298fb56431d0dc329dea4f91173630c096d8f021e22dcdf97ddfd9c1dc46159cbfeb3584f83fce39cb6818429feb3439c57a,701.0,56.0,12.517857142857142,692.0,0.9871611982881596,13.0,92.0,18.0,12.0,67.0,31.0,157,23.16655273159055,0.0781593322753906,0.00018310546875,3874.1344537734985,56114.79283390925,6347.635448455811,4,1586.9088621139526,32.78375,2820.2145410714284,162.6,7.0,10.335,262.27,2.6958573660436684,18.77569752722728,10.335,0
4852,14c13ab3a4648da8dea12d995fdfc097aec293c73ce05a8a53173edf207790a5731ba2db27d190c94dfe549251f8f27f12d5082546bbb6ab53e7a7565134d0d3,2152.0,278.0,7.741007194244604,2150.0,0.9990706319702602,10.0,457.0,23.0,8.0,132.0,31.0,366,31.225410604076224,0.2143392562866211,7.43865966796875e-05,6567.415775299072,65626.40633684822,55737.35792827606,8,6967.169741034508,98.7925,22.939650000000007,102.0,91.0,101.16,790.3399999999999,-1.4207536629319488,1.6933565041065632,101.16,0
4823,c53e490f1436c2f64419ae03b30d916b1c4669a4c4c4b7be37333414cf79f78ceab8a198f860ffb7950c06663cfc03c16312a696ca6a609fa68c69602447c745,947.0,152.0,6.230263157894737,933.0,0.9852164730728616,12.0,85.0,22.0,27.0,67.0,31.0,143,30.649398076257043,0.1088838577270507,4.9591064453125e-05,2620.476064682008,43093.33727702474,6589.620586395265,3,2196.5401954650883,37.9275,1385.9426214285716,122.0,9.0,22.2,303.42,2.08075572264188,13.162174124306798,22.2,0
4820,afc2a0df5b40e74cfc7d14f1e2022aab72c826356679ef894a94d8dc34f245271e9edaf88a25acc1899f410548204d694810080b917f82c43e99d50597ef613a,2646.0,441.0,6.0,2627.0,0.9928193499622072,9.0,365.0,22.0,7.0,130.0,31.0,452,122.28375790326018,0.3021378517150878,7.43865966796875e-05,35362.007663726814,1963299.874992899,214241.14384651184,8,26780.14298081398,72.38749999999999,11.804107142857132,75.6,69.1,72.5,579.0999999999999,-0.0030077833027861,1.2147071222550485,72.5,0
5461,e2985f1795defa5fefd3eba23d21b6e9b736757b0cf79ae58a91d44d4f649073d0ccadddce802812b082d8fc6b143f997f085fa75ab793abb95d03f5dc09fba2,611.0,36.0,16.97222222222222,611.0,1.0,14.0,76.0,19.0,7.0,62.0,31.0,1,0.100873311360677,0.0036649703979492,0.0014448165893554,0.2975101470947265,0.0290007661463581,0.3026199340820311,2,0.1513099670410155,11.0,0.0,11.0,11.0,11.0,88.0,0.0,0.0,11.0,0
4819,e99ce5f73408409efc432b276e296b82664556cceabbc4bfd51d81b1c62b956e127d59ed28fd8b581ee8c2a9403e51981a63520f35e7630c8184c4db96d4e517,267.0,73.0,3.6575342465753424,255.0,0.9550561797752808,10.0,46.0,21.0,9.0,41.0,31.0,104,7.555867779011629,0.0572366714477538,0.000105857849121,476.5671005249024,1870.3027809025275,1480.9500846862793,4,370.2375211715698,57.91625,6603.636398214285,259.03,29.0,29.0,463.33,2.828352713089105,28.730724839042708,29.0,0
4796,bad89cde4c8093bb0e99b8249904089f1c276b401612cc2a23b755b6dfd12ec9808dd0e831133f9e4284225b75b8a414e58c8d888df3b950191bbade5b7a21da,782.0,85.0,9.2,772.0,0.9872122762148338,16.0,93.0,21.0,12.0,57.0,31.0,332,74.07413509281926,0.1575870513916015,7.43865966796875e-05,8053.255574226379,258131.433844202,94222.2998380661,8,11777.787479758264,24.565,24.16005714285715,34.2,19.0,24.76,196.52,0.9175176279971484,1.7378167748232674,24.76,0
4797,8c53bce2035e5b9326065a4533a7c297ed437c6e6f1b167feb12d893997b2f605025d89caa5654141c9b22c1567b91f640912e8c395d15d96416c6b9ba1bb7ba,1304.0,296.0,4.405405405405405,1298.0,0.995398773006135,14.0,151.0,23.0,14.0,69.0,31.0,22,0.4338031698156286,0.0219860076904296,0.0004348754882812,8.244315147399902,2.558049342866717,11.712685585021973,4,2.928171396255493,14.21375,0.3282553571428574,15.63,14.0,14.0,113.71,2.815249570686232,0.2025633719181658,14.0,0
5489,1b8fb243bfa86d0b286a56e4824edfdb1593be116ef1aabe27249b2ac1697f7e0e8bd27d86eaee6a1936aa0cf2e7cc322959d48a830f8e4f40eff5d20b7a465a,2692.0,431.0,6.2459396751740135,2668.0,0.9910846953937592,8.0,284.0,21.0,10.0,147.0,31.0,254,9.307582415972286,0.1183614730834961,7.43865966796875e-05,1063.6622343063354,3411.966334417083,13579.762744903564,8,1697.4703431129456,141.8625,17.131250000000048,149.3,139.0,139.0,1134.9,1.008384725866181,1.463354451252329,139.0,0
5488,1c8ecb9ae716c33dee2c809aeafa6939a855102dd904f789d40b1bfe548f3eb268445ff77ef7c95c73c22e6e95f6304b0f8ac47c55df64c7cff5e104e119312b,994.0,101.0,9.84158415841584,986.0,0.9919517102615694,9.0,129.0,18.0,9.0,92.0,31.0,20,0.7486848502323545,0.0145444869995117,0.0008583068847656,14.820352554321287,8.508315804906387,21.71186065673828,3,7.237286885579427,11.67875,22.43732678571428,19.4,9.0,9.165,93.43,1.4368096525769047,1.6747136615595768,9.165,0
5487,63ecd48fa3a00da31bd7dea6bed9a4f242b0650816f817d075d189252b1587fef1200a76084e6e4b6cf6ba33deeffbd007330b19ed340e4e6db243bcc3da1159,702.0,35.0,20.057142857142857,701.0,0.9985754985754984,10.0,95.0,23.0,13.0,57.0,31.0,49,1.0468194087346394,0.0500388145446777,0.00018310546875,59.91944217681885,23.795592877200164,200.9893264770508,7,28.71276092529297,36.24,155.6230571428571,64.27,28.0,31.04,289.92,2.039828757849731,4.410542159741492,31.04,0
4798,18af2e23579320263ba0d9165987a006169e09b75d4353b93fa7482190b953b6da29b0003c068319b41da7308feb548d28286bfe818853b92fc137cc6cba960b,585.0,37.0,15.81081081081081,585.0,1.0,11.0,97.0,15.0,1.0,64.0,31.0,96,22.29870341089037,0.0574784278869628,7.2479248046875e-05,3398.179374694824,45400.93112605482,8027.533227920532,8,1003.4416534900664,118.7,0.0,118.7,118.7,118.7,949.6,0.0,0.0,118.7,0
4800,fbe9a689f8879b11439dbbb0fab60897c750c14917a120c31e66a24c7f6368a3151acde1072ac613e40318bbefeac97e982d690b4e383dd7da10485dee979ca9,576.0,35.0,16.457142857142856,575.0,0.9982638888888888,10.0,91.0,19.0,14.0,60.0,31.0,167,59.32885905443612,0.1503677368164062,7.62939453125e-05,6450.114106178284,173734.0614945517,66507.65100002289,8,8313.456375002861,62.125,209.25191428571424,93.13,51.9,55.605,497.0,1.6730147898313394,5.114341530022636,55.605,0
5485,3fefc289a834ca15c220c4347ac5736ae0f828ec10aa0c89408b79c4f3725ffd4ed865b28df45b89293b343f0acff9bffc21bc4d1ea2c6844d1fb5816c929f7b,412.0,69.0,5.971014492753623,381.0,0.924757281553398,12.0,87.0,21.0,20.0,92.0,29.0,101,62.83443789733084,0.0782933235168456,0.0001373291015625,4656.737201690674,198332.66694490463,7163.125920295715,3,2387.708640098572,157.004,30398.53253,437.71,9.0,99.0,785.02,1.3306221491196504,77.97247274519385,99.0,0
4801,7a59cc3c8964228a9bfa8ed7c097d40fd2a618ae43f564de46f03d28bcbceea312270d2a5052e46c8bc49c8957daf7216cda133f0aa63c4905218e1dbd659eb9,1016.0,245.0,4.146938775510204,1007.0,0.9911417322834646,14.0,102.0,22.0,9.0,79.0,31.0,240,7.528979948350599,0.1147027015686035,5.14984130859375e-05,648.8910417556763,1531.1323273325556,8613.153060913086,8,1076.6441326141355,6.0,0.0,6.0,6.0,6.0,48.0,0.0,0.0,6.0,0
5484,f78132c10c00ceae4e4cd5b5a5157155d4b24866c8e3dabd057161e4d8b4aae36e056ab400d9b0f0d0d997951275aeffc6d70c300d802bdb138467bef5747db8,662.0,121.0,5.471074380165289,655.0,0.9894259818731118,10.0,109.0,19.0,1.0,75.0,31.0,298,85.33018746161855,0.343562126159668,0.0001487731933593,17293.652255058292,513652.4330471911,108284.00788879396,8,13535.500986099243,10.805,417.4017714285715,59.0,1.0,1.295,86.44000000000001,2.400300786374296,7.223241753435325,1.295,0
5483,a4821ec76c26b50bdf11d18b5d75b828bc732e78e0d37ecd67fa567e63a5c5264bb304b4a73cc72a5cf51e25d8ca7708adc2125abfeb7d8ac4f4d6eac5d2d5ed,2210.0,196.0,11.275510204081632,2162.0,0.9782805429864252,17.0,418.0,24.0,26.0,204.0,31.0,203,30.12952786142176,0.0845537185668945,7.62939453125e-05,4522.256460189818,54537.1451798542,21211.18761444092,5,4242.237522888184,110.2875,275.6355357142859,151.3,104.0,104.0,882.3000000000001,2.8081451192193136,5.869790623547464,104.0,0
4802,97bc89832b79b97f653ea8c23ade93c30da2519ee31788679794a1020877346a7e9f1dd2df8ad6c98048199b5f78b8f5b6c9a75c668eabddca72a8247b69ab17,3444.0,801.0,4.299625468164794,3409.0,0.9898373983739838,10.0,425.0,23.0,10.0,155.0,31.0,470,40.27520558504413,0.2710752487182617,7.43865966796875e-05,4920.373004913329,52835.777838532245,110394.33850860596,8,13799.292313575745,95.095,14.375057142857129,97.1,85.76,96.25,760.76,-2.7694941730173697,1.3404783261422548,96.25,0
4803,6177643521f25580de73b3274358f7f28286d535e4a75fed71154ec165a0658d02f37c201bd90a622923e34003b38c08b9ecfb963e121fb9a8976a8d2ba63d4b,2439.0,81.0,30.11111111111111,2409.0,0.98769987699877,17.0,576.0,22.0,15.0,132.0,31.0,136,7.427826147124241,0.08544921875,7.62939453125e-05,529.2239255905151,1266.323174761026,4746.38090801239,8,593.2976135015488,131.23125,238.23172678571424,145.83,111.0,140.7,1049.85,-0.6293531590120617,5.457010706257985,140.7,0
4804,9d2df225cd398d6d1c66571fa7738aea2da4350ae9e9664a64d06bccdf46ec66a42cb23736f76e2f2b23813de9b300d8f54c046b29401c5e17eaf8b71418c53d,308.0,13.0,23.692307692307693,308.0,1.0,11.0,77.0,15.0,13.0,23.0,29.0,6,0.069274616241455,0.0179686546325683,0.000223159790039,0.3189268112182617,0.0105404846639717,1.3854923248291011,8,0.1731865406036376,19.0,0.0,19.0,19.0,19.0,152.0,0.0,0.0,19.0,0
4805,1811a5fcb28639bb1da06a14a99ac78d6f3b2279997d85b9bfe892545d4f82ab42ef668ee1dea05ca7f2022c4231b90d238702ca181838edaefb8882bddc1123,3448.0,271.0,12.723247232472325,2556.0,0.7412993039443155,12.0,412.0,24.0,20.0,205.0,31.0,241,37.147487786492455,0.1936345100402831,7.62939453125e-05,4317.508868217468,48004.55327446249,35884.47320175171,8,4485.559150218964,181.3125,9798.834564285717,396.26,71.93,152.345,1450.5,1.6190134518448671,34.99791880291904,152.345,0
4806,f4d7fd5667454aa9a1844cf28d2bbfbf12f7da0e72646009fd239eaf5c66d20dba5eb6cd1f2b3fcb5bfbb3a23a150e29552d3b1521ca437fccc9d3d81afa7b1f,1404.0,296.0,4.743243243243243,1386.0,0.9871794871794872,10.0,165.0,23.0,12.0,97.0,31.0,171,4.744652282516912,0.0841894149780272,7.43865966796875e-05,252.965765953064,473.47021180698346,4023.465135574341,8,502.9331419467926,55.225,0.2307142857142851,56.4,55.0,55.05,441.8,2.703265242566787,0.1698213346852675,55.05,0
5479,9f86346d730b8834c8b910e50e5ca63dcfc72d6167026736cd46c69d550ba982ebd670a5c9de452ab207aaa451304ca56a6dfb2f8e001d695b17a75870c2e614,258.0,42.0,6.142857142857143,254.0,0.9844961240310076,14.0,49.0,16.0,22.0,55.0,27.0,117,36.66529373069863,0.2527976036071777,0.000105857849121,2286.369795799256,49249.333739193215,5646.455234527589,1,5646.455234527589,8.51,,8.51,8.51,8.51,8.51,,,8.51,0
4807,df459384e86a48ede2d17cb9463ee5d6152c7dbd56e16f902eb06f99a2194984f5c4de383279948168044973ee7db1ca521384bf0f3adf5fcf1627d8fa51ca6b,139.0,11.0,12.636363636363637,139.0,1.0,10.0,81.0,11.0,11.0,12.0,30.0,0,0.0,0.0,0.0,0.0,,0.0,0,,1.1,0.0457142857142857,1.6,1.0,1.0,8.8,2.338535866733712,0.0755928946018454,1.0,0
4809,0e6a4d79291ba8613b6745f61e0af6438b229ffc4d3bd6b8da35eaca20563274fa8115d01a3f9abcb9a6137a5336aa82ac7f1d04d14a524bceff2f252d269b6c,3004.0,587.0,5.117546848381601,3000.0,0.9986684420772304,9.0,458.0,23.0,29.0,141.0,31.0,200,175.36273231175713,0.2819662094116211,4.57763671875e-05,21677.169498443604,2059433.9848458336,161859.80192375183,8,20232.47524046898,192.41875,4279.225498214286,329.49,124.0,176.54000000000002,1539.35,1.4610442929918186,23.12797412824533,176.54000000000002,0
4810,29b400fcc8a8629cf9e76b3f9ee9f4d184d138f9866db6eab35bec8aa2fee19c87bba0baad62dba9c65395f017b9288474ff86303da26eabe1f165d7ccb4e60a,810.0,28.0,28.928571428571427,810.0,1.0,18.0,112.0,22.0,11.0,57.0,31.0,3,0.1205576033819289,0.0043058395385742,0.0002555847167968,2.133289337158203,0.2148916834039136,2.531709671020508,8,0.3164637088775635,47.52875,297.79004107142856,86.13,39.0,39.0,380.23,2.067632508488473,6.101127365817613,39.0,0
5477,6a94ce63d5fec1d3c2ddf7fbb9557f6c5d632419d3f225af05be4e8980ffcec0a518415f65b7162fe08b7dc3c4e7fa9acf48d346d8767feb8a2bd22d8e5c4e3e,799.0,114.0,7.008771929824562,792.0,0.9912390488110138,10.0,101.0,22.0,16.0,71.0,31.0,178,19.088371372222905,0.1380972862243652,7.43865966796875e-05,3389.1657037734985,21703.50083887553,20424.557368278503,8,2553.069671034813,59.99125,3.495183928571429,63.63,59.0,59.0,479.93,1.5927858991485229,0.6609825951350222,59.0,0
4812,3abf26d5230005728fdfb03fee167661e849f6e278f97a229b1725f60966e495948746908c9e56c80e42773e016e98ca06051617d7d7ac886ec640eb96076e55,221.0,24.0,9.208333333333334,221.0,1.0,11.0,43.0,19.0,13.0,32.0,31.0,88,7.768518324177634,0.1541585922241211,7.2479248046875e-05,658.2735252380371,2079.9485115483685,1856.6758794784544,3,618.8919598261515,25.426666666666662,4.13013333333334,26.6,23.08,26.6,76.28,-1.7320508075688723,1.1733333333333344,26.6,0
4813,d12781542bb272a04f01ddd08a4e37d53a7177fbae2cb5b458e5a92413d97a5648347012cac8326897d4869454425db5fec2b3fe97239ba9f94c9caba3424146,513.0,99.0,5.181818181818182,508.0,0.9902534113060428,11.0,70.0,20.0,13.0,66.0,31.0,117,9.632729120507015,0.059844970703125,7.43865966796875e-05,1082.731915473938,4125.15095515179,4729.669998168945,6,788.2783330281576,23.86125,17.36878392857142,32.87,21.0,22.095,190.89,1.7256929152670148,1.473464621587986,22.095,0
4814,bfb661e81c372c720d143d41a74a81675d4cb977057d7839287463ddd1ba475eb7927a7ceed2a5ac7c926d8304992b5984c495854ffae383b7be64cb51f405f9,1286.0,102.0,12.607843137254902,1016.0,0.7900466562986003,15.0,141.0,17.0,27.0,132.0,31.0,160,35.868758568603,0.1548318862915039,0.00018310546875,4031.599570274353,56988.50401748109,25538.556100845337,8,3192.319512605667,59.0,0.0,59.0,59.0,59.0,472.0,0.0,0.0,59.0,0
4815,e587ae595b653537f3b11bc7a54ab30f5c138027b86d9264e6659f2b952cdd284df9f85e668fc85b23a7b7cb7003c79b3722e9a0f297c8afa4e12fe0c8cd9c77,2043.0,272.0,7.511029411764706,2037.0,0.9970631424375918,13.0,192.0,22.0,26.0,94.0,31.0,465,99.14650740778724,0.314791202545166,4.00543212890625e-05,17130.26797580719,658201.9941386706,213164.99092674247,8,26645.62386584282,10.7725,20.83505,19.5,4.0,10.245,86.18,0.6651961774645136,1.6138095457643071,10.245,0
4816,261b68fe96e1906e700464d062c4de28836a54a634a4a1d41d29fe34261d61988126805d4a81d8082c95b6059172d212d0425f75e9f64268707ffb83da094dca,2694.0,767.0,3.51238591916558,2680.0,0.9948032665181886,10.0,321.0,23.0,1.0,129.0,31.0,14,0.1875834745519301,0.0120549201965331,0.0002975463867187,2.4465103149414062,0.3370725997399327,6.377838134765625,7,0.9111197335379464,10.2025,0.1341928571428572,11.07,10.0,10.05,81.62,2.3997756533956984,0.1295148915872501,10.05,0
4818,3ffe8fed610eb9b2f003dd81fb87d751e07572da42359e83537ceb71294a156f252a26b596248e768ace01ea16ff7c6926a8f899fa7edff18011917fe805a8a0,1058.0,233.0,4.540772532188841,1053.0,0.995274102079395,11.0,116.0,22.0,12.0,72.0,31.0,443,48.57683554584957,0.23291015625,0.0001449584960937,8319.357995033264,140933.85239455776,75536.97927379608,8,9442.12240922451,6.06875,0.1139839285714286,6.86,5.69,6.0,48.55,2.1734006045899843,0.1193649490907132,6.0,0
4854,5e3367c63244381215f46c327f2ff62ffcdce5f0befb0d280fed80942ef9212f0de94c1b5d22eb164e21c3b7913f3d86ba72d79fa2b2f64312654b720d67352e,842.0,89.0,9.460674157303371,826.0,0.980997624703088,12.0,107.0,21.0,15.0,46.0,31.0,524,87.54109769847126,0.2347078323364257,7.43865966796875e-05,8082.951710700989,240156.8233058931,135075.91374874115,7,19296.55910696302,2.921428571428572,1.1537142857142857,3.81,1.77,3.76,20.450000000000003,-0.3730253955461786,0.4059757708664548,3.76,0
5460,986c9120d9ce75c59ff6fe1d68f845e2df2db0e3427581500e898c62c7ab76073c72129cdb51fbd292d6beb363d841d71e345e092115b566603475b68c3040be,1019.0,192.0,5.307291666666667,1017.0,0.998037291462218,10.0,108.0,24.0,27.0,72.0,31.0,486,102.98749943332552,0.2951927185058594,7.43865966796875e-05,20876.68672561645,627815.0323101521,181155.0115032196,8,22644.37643790245,59.8375,137.07833571428566,82.49,46.5,57.010000000000005,478.7,1.0023248129445352,4.139419278629033,57.010000000000005,0
4908,250c2e0c01e082453aa7f7724af635e4835795d3fa0e40467162caca23e004050840c16ad76dd05c8859e5b0ebd2b29ac23cab8af8372d61db0dbc8844d55008,484.0,27.0,17.925925925925927,475.0,0.981404958677686,10.0,63.0,20.0,8.0,30.0,31.0,150,10.321330525354297,0.1772050857543945,0.0001487731933593,503.2601985931397,1738.873161876915,5150.343932151794,5,1030.0687864303588,76.72999999999999,1603.312,105.7,9.95,96.0,383.65,-1.6151787620322158,17.9070488914282,96.0,0
4884,5e2b8e9f40f6c139d57d7f8577b2d4df846152cd93e9b3abf71bc9b3baacc9497a4438ab31c2520a1e2155efddccd5af255f57faecb0af59e69ded718340663c,1601.0,420.0,3.8119047619047617,1593.0,0.9950031230480948,10.0,189.0,23.0,10.0,99.0,31.0,44,3.382189703769371,0.0489149093627929,6.771087646484375e-05,191.2122097015381,598.1624732358503,206.31357192993164,8,25.78919649124145,11.55,49.72000000000001,29.0,9.0,9.05,92.4,2.8278247089504824,2.492990172463582,9.05,0
5442,ebfb83c632be06beafb3ea514b5e10a46965aa3da63e1c30381b561540b07c37142d65cc4c69dc50043b6698301d45e8781939ea3e8ef9952bb2afb46efb80cd,954.0,177.0,5.389830508474576,898.0,0.941299790356394,14.0,143.0,21.0,10.0,80.0,31.0,242,47.74634284471211,0.3138236999511719,9.1552734375e-05,6636.717581748962,86027.31886905964,45359.0257024765,8,5669.878212809563,63.9525,18.158707142857143,74.03,62.0,62.0,511.62,2.4201255499232417,1.5065982851633488,62.0,0
5441,824f0d8f75ccd233b8ee97e37bf7076fa115ab4e4b71e9f4bd1d91b57964a082c75677689ddacaff99d40f69b44629c7776d1d997117930281c1138a6300bcdb,1032.0,206.0,5.009708737864078,1028.0,0.996124031007752,10.0,115.0,19.0,12.0,74.0,31.0,142,55.079557828228886,0.1242094039916991,0.0002021789550781,5280.457269668579,172006.4918556649,10905.75244998932,5,2181.150489997864,43.14625,1737.684769642857,116.08,9.0,22.9,345.17,1.1899833304012035,14.738066230186272,22.9,0
4887,38ba7b566ba54e4c6b3cb10c603d67ec50ca79810ce02a7b75713fd98267608d91d45c5ad001667b5821cc8ee634e09789114d996b34d34f37f3974b02eeca2f,1558.0,31.0,50.25806451612903,1557.0,0.9993581514762516,17.0,512.0,22.0,14.0,80.0,31.0,222,59.09511309632649,0.245417594909668,7.43865966796875e-05,3629.763401031494,78074.53992162534,56790.40368556976,8,7098.80046069622,4.3475,4.136307142857143,7.97,3.0,3.0,34.78,1.1715740931803,0.7190538177752362,3.0,0
4888,d0b6dd4d378699034fb6adcda8dc7676c7b96815e88d47eb7f49e1c0ede2291e9ab055c0a8f682422b0e61c1e3d7d221a0250a9932207d7911731eaf63418e3f,1178.0,112.0,10.517857142857142,1178.0,1.0,10.0,140.0,24.0,1.0,98.0,31.0,264,16.445449829101562,0.1355447769165039,7.43865966796875e-05,1836.4257259368896,8627.660288988782,16067.204483032228,8,2008.4005603790283,16.875,1.8392857142857144,19.0,16.0,16.0,135.0,1.20983148092451,0.479490056503484,16.0,0
4889,f510c9243e0dea63f076257f39fa595d8a90d56d0ac228d1c84d118d307b669a22c895000adb4f419492ce4093582da657d3ad3fae84c4621490bf68c45c028a,1256.0,216.0,5.814814814814815,1228.0,0.9777070063694268,14.0,139.0,21.0,31.0,78.0,31.0,177,13.94500235853524,0.1524877548217773,0.00018310546875,1088.547884941101,5751.18983979204,5257.265889167786,3,1752.4219630559285,9.29625,188.1497696428572,43.2,4.0,4.245,74.37,2.814239134721696,4.849610417895147,4.245,0
5440,988194721fa6b4ddbd50a2d7827c625e633f7adb01e91fa2d5c381e4a99706c0e5bc02a58c26661aa59d9df77d40ef7489586c7c31f468a54c56704742a90a7a,906.0,141.0,6.425531914893617,899.0,0.9922737306843268,11.0,103.0,20.0,6.0,53.0,31.0,79,1.844130359996449,0.0653724670410156,0.000152587890625,77.07283020019531,52.08387364086264,507.1358489990234,4,126.78396224975586,5.955,48.303366666666655,16.38,2.45,2.495,23.82,1.9998924192625724,3.475031174920113,2.495,0
5438,ec8bb6d1b1622509fc7a0e2653579b6b658c6962899f8658161d785fb8025793a73d747915716ea1768ec2bec4487c25b9be144c7cd8cb11acdd9709f35d37e4,1468.0,294.0,4.993197278911564,1448.0,0.9863760217983653,16.0,154.0,21.0,11.0,113.0,31.0,334,125.13699357433522,0.1987557411193847,7.43865966796875e-05,27389.50408649445,1093011.5055952996,188206.03833580017,8,23525.75479197502,142.83375,43.38534107142865,152.36,134.26,142.13,1142.67,0.4051533959855262,2.328769553633116,142.13,0
4891,9ffe7494f944b91c55335e3971cc6b61f2959315c38af6403a27658989a84c811cb3d0f49a33745d6530171c7fe8af10543841caab37de2bff4c7995180e74df,39.0,7.0,5.571428571428571,39.0,1.0,14.0,21.0,5.0,21.0,19.0,6.0,0,0.0,0.0,0.0,0.0,,0.0,0,,18.35,,18.35,18.35,18.35,18.35,,,18.35,0
5437,3f1a0fb0f604a4c5024ff2af02248a76770d295119319a14c1d61ffb0334c3b0f973300bddc6a397cc1a2fe7c9afb19e7b30017d7c2c7379821fc4d4056bd583,1593.0,273.0,5.835164835164835,1542.0,0.967984934086629,10.0,177.0,23.0,26.0,106.0,31.0,309,45.726514166086176,0.2633609771728516,7.43865966796875e-05,5533.21635723114,97361.69881540924,57478.228306770325,8,7184.778538346291,213.77125,842.5939553571426,255.42,179.24,208.75,1710.17,0.2429633392370175,10.262760078051263,208.75,0
4892,22fed29f5670f9d507a1b3a4068d534a69d84b7cb6c8d227d7b39e526d28397611bc245a670a04c87d760f377cdb89256ac4922853af3b1fa3a1a50d716a409a,678.0,32.0,21.1875,677.0,0.9985250737463128,16.0,80.0,20.0,9.0,57.0,31.0,99,2.1385776179370395,0.0416326522827148,0.000105857849121,367.32975578308105,399.0641915036349,754.9178991317749,8,94.36473739147186,23.63375,96.57754107142856,43.97,13.78,22.1,189.07,1.3681309704684537,3.47450609927923,22.1,0
4893,b2b2eb8d574d47b17eb49c05837b3f1a757e1d0f943547266caa83a5b2bbba7fb7ccd5f765033613e69f37f8a6172343fee850d04dcd65bb494b44e4f947acf4,46.0,10.0,4.6,41.0,0.8913043478260869,10.0,15.0,12.0,18.0,22.0,9.0,85,4.847353382544084,0.1061296463012694,0.0001487731933593,78.12609958648682,187.02063108939143,426.5670976638794,1,426.5670976638794,9.28,,9.28,9.28,9.28,9.28,,,9.28,0
4894,e2f22cae515a097cd6b6c5b66dbefa8c026c61793737e1fe4a971f86ee72c725b46b50fddf8dbf4555386d5f997b5926f2b9de97f8d078f2d07ebf716b59a8bf,781.0,54.0,14.462962962962964,760.0,0.9731113956466068,16.0,91.0,20.0,7.0,71.0,31.0,169,13.00282650278104,0.1270833015441894,7.43865966796875e-05,928.249650001526,4547.730049979054,7853.707207679748,8,981.7134009599686,16.96125,11.183469642857144,20.82,12.46,16.915,135.69,-0.2125728266869098,1.1823424653445984,16.915,0
4895,89480ef898284a0c1b449a640cf6b788019f5deb7ef873a20ee03c9d71b20ff97aec65ab02ac3675b8dd6700a423604e03119f7afffa9da9680771177e8d3e9b,1374.0,201.0,6.835820895522388,1368.0,0.9956331877729258,11.0,132.0,23.0,8.0,78.0,31.0,228,13.16592160193368,0.109394073486328,7.43865966796875e-05,1063.272274017334,6161.968559732818,10348.414379119871,5,2069.6828758239744,73.865,304.5506285714286,117.0,67.0,67.575,590.92,2.814264664966408,6.169994211620346,67.575,0
4896,655ad2ae608ad05b53fbf3c1ae4eb08dfaa8f3d890fcfb7cb7f23a483f73db802173e0abc53288e4f3c8b3fd1ae517826a8e5ef9110e979b4ed016a09063a99c,417.0,51.0,8.176470588235293,400.0,0.9592326139088728,13.0,50.0,19.0,12.0,37.0,31.0,117,19.66804466789077,0.1181173324584961,7.43865966796875e-05,1170.929030418396,12858.608890409116,6234.770159721375,4,1558.6925399303436,11.58,433.7656,42.82,1.0,1.25,46.32,1.999784668930032,10.413520058078344,1.25,0
5435,facca5c1754fed498aa7d25c0895f92129edb081c48d3ce1e56e50ac915c36a8a22f8ef986d1f393efc4147366571fa3775d1d630b160d6e4c0085956585e50b,1122.0,130.0,8.63076923076923,1069.0,0.9527629233511586,10.0,161.0,22.0,11.0,65.0,31.0,374,16.965979590881552,0.20855712890625,9.1552734375e-05,1750.1020212173462,8224.572615033614,25194.479692459103,8,3149.3099615573883,76.365,406.57514285714296,104.51,43.87,81.97999999999999,610.92,-0.3319838359928816,7.128947528011611,81.97999999999999,0
